",title,ticket_price,Day of the Week,Theater Type"
"1522,Cradle Will Rock,386.3,Weekday,single screen"
"1523,The Good German,238.51,Weekday,multiplex"
"1524,George and the Dragon,560.65,Weekday,multiplex"
"1525,Apocalypse Now,391.6,Weekday,single screen"
"1526,Going the Distance,396.42,Weekday,single screen"
"1527,Mr. Holland's Opus,277.46,Weekend,single screen"
"1528,Criminal,125.99,Weekday,multiplex"
"1529,Out of Africa,115.87,Weekend,single screen"
"1530,Flight,311.67,Weekend,single screen"
"1531,Moonraker,142.28,Weekday,multiplex"
"1532,The Grand Budapest Hotel,403.42,Weekend,multiplex"
"1533,Hearts in Atlantis,540.49,Weekend,single screen"
"1534,Arachnophobia,541.46,Weekend,single screen"
"1535,Frequency,429.52,Weekend,single screen"
"1536,Vacation,205.62,Weekday,multiplex"
"1537,Get Shorty,531.5,Weekend,single screen"
"1538,Chicago,543.05,Weekday,single screen"
"1539,Big Daddy,198.33,Weekend,single screen"
"1540,American Pie 2,468.71,Weekend,multiplex"
"1541,Toy Story,243.26,Weekday,multiplex"
"1542,Speed,501.32,Weekend,single screen"
"1543,The Vow,598.62,Weekend,single screen"
"1544,Extraordinary Measures,115.01,Weekend,multiplex"
"1545,Remember the Titans,548.68,Weekday,multiplex"
"1546,The Hunt for Red October,411.32,Weekend,multiplex"
"1547,The Butler,586.69,Weekday,multiplex"
"1548,DodgeBall: A True Underdog Story,332.5,Weekend,multiplex"
"1549,The Addams Family,523.69,Weekday,multiplex"
"1550,Ace Ventura: When Nature Calls,131.2,Weekday,multiplex"
"1551,The Princess Diaries,267.64,Weekend,multiplex"
"1552,The First Wives Club,133.51,Weekend,multiplex"
"1553,Se7en,587.67,Weekday,single screen"
"1554,District 9,508.49,Weekday,single screen"
"1555,The SpongeBob SquarePants Movie,526.27,Weekend,single screen"
"1556,Mystic River,568.98,Weekday,multiplex"
"1557,Million Dollar Baby,142.55,Weekend,single screen"
"1558,Analyze This,292.8,Weekend,multiplex"
"1559,The Notebook,135.52,Weekend,multiplex"
"1560,27 Dresses,205.4,Weekend,single screen"
"1561,Hannah Montana: The Movie,214.68,Weekday,multiplex"
"1562,Rugrats in Paris: The Movie,334.55,Weekend,single screen"
"1563,The Prince of Tides,234.28,Weekday,single screen"
"1564,Legends of the Fall,150.49,Weekend,single screen"
"1565,Up in the Air,183.75,Weekday,multiplex"
"1566,About Schmidt,173.64,Weekend,single screen"
"1567,Warm Bodies,586.54,Weekday,multiplex"
"1568,Looper,479.65,Weekday,single screen"
"1569,Down to Earth,583.88,Weekend,single screen"
"1570,Babe,319.87,Weekend,single screen"
"1571,Hope Springs,239.18,Weekend,multiplex"
"1572,Forgetting Sarah Marshall,499.15,Weekend,multiplex"
"1573,Four Brothers,263.13,Weekday,multiplex"
"1574,Baby Mama,249.69,Weekend,single screen"
"1575,Hope Floats,216.25,Weekday,single screen"
"1576,Bride Wars,164.84,Weekday,multiplex"
"1577,Without a Paddle,228.23,Weekend,multiplex"
"1578,13 Going on 30,277.66,Weekday,multiplex"
"1579,Midnight in Paris,437.0,Weekday,multiplex"
"1580,The Nut Job,131.28,Weekday,multiplex"
"1581,Blow,205.25,Weekday,multiplex"
"1582,Message in a Bottle,504.51,Weekend,single screen"
"1583,Star Trek V: The Final Frontier,173.46,Weekend,multiplex"
"1584,Like Mike,271.32,Weekend,single screen"
"1585,The Naked Gun 33⅓: The Final Insult,532.33,Weekend,single screen"
"1586,A View to a Kill,177.46,Weekday,multiplex"
"1587,The Curse of the Were-Rabbit,141.37,Weekday,multiplex"
"1588,P.S. I Love You,342.27,Weekend,single screen"
"1589,Racing Stripes,251.21,Weekend,multiplex"
"1590,Atonement,381.7,Weekend,multiplex"
"1591,Letters to Juliet,501.9,Weekday,single screen"
"1592,Black Rain,168.57,Weekend,single screen"
"1593,The Three Stooges,390.35,Weekend,single screen"
"1594,Corpse Bride,352.75,Weekend,multiplex"
"1595,Glory Road,172.04,Weekday,single screen"
"1596,Sicario,412.0,Weekday,multiplex"
"1597,Southpaw,236.82,Weekday,single screen"
"1598,Drag Me to Hell,343.92,Weekday,single screen"
"1599,The Age of Adaline,141.14,Weekday,single screen"
"1600,Secondhand Lions,329.79,Weekday,multiplex"
"1601,Step Up 3D,253.23,Weekday,multiplex"
"1602,Blue Crush,511.19,Weekday,single screen"
"1603,Stranger Than Fiction,128.49,Weekend,single screen"
"1604,30 Days of Night,309.3,Weekend,single screen"
"1605,The Cabin in the Woods,329.22,Weekday,multiplex"
"1606,Meet the Spartans,462.5,Weekday,single screen"
"1607,Midnight Run,387.14,Weekend,multiplex"
"1608,The Running Man,433.61,Weekday,single screen"
"1609,Little Shop of Horrors,488.52,Weekday,single screen"
"1610,Hanna,531.1,Weekday,single screen"
"1611,Mortal Kombat: Annihilation,256.94,Weekend,single screen"
"1612,Larry Crowne,369.01,Weekend,single screen"
"1613,Carrie,520.05,Weekend,single screen"
"1614,Take the Lead,594.73,Weekend,multiplex"
"1615,Gridiron Gang,544.76,Weekend,single screen"
"1616,What's the Worst That Could Happen?,285.73,Weekday,multiplex"
"1617,9,197.58,Weekend,single screen"
"1618,Side Effects,344.7,Weekday,single screen"
"1619,The Prince & Me,470.82,Weekday,multiplex"
"1620,Winnie the Pooh,346.28,Weekend,single screen"
"1621,Dumb and Dumberer: When Harry Met Lloyd,341.59,Weekend,multiplex"
"1622,Bulworth,519.12,Weekday,multiplex"
"1623,Get on Up,280.7,Weekday,single screen"
"1624,One True Thing,529.9,Weekday,multiplex"
"1625,Virtuosity,303.4,Weekend,multiplex"
"1626,My Super Ex-Girlfriend,264.12,Weekend,single screen"
"1627,Deliver Us from Evil,326.99,Weekend,multiplex"
"1628,Sanctum,481.22,Weekend,single screen"
"1629,Little Black Book,163.0,Weekend,single screen"
"1630,The Five-Year Engagement,198.21,Weekday,single screen"
"1631,Mr. 3000,575.72,Weekend,single screen"
"1632,The Next Three Days,187.75,Weekday,multiplex"
"1633,Ultraviolet,383.86,Weekday,single screen"
"1634,Assault on Precinct 13,389.66,Weekday,single screen"
"1635,The Replacement Killers,344.81,Weekend,multiplex"
"1636,Fled,422.37,Weekend,single screen"
"1637,Eight Legged Freaks,214.91,Weekend,single screen"
"1638,Love & Other Drugs,376.33,Weekday,multiplex"
"1639,88 Minutes,286.09,Weekday,multiplex"
"1640,North Country,430.83,Weekday,multiplex"
"1641,The Whole Ten Yards,170.61,Weekday,multiplex"
"1642,Splice,385.44,Weekday,multiplex"
"1643,Howard the Duck,192.64,Weekday,multiplex"
"1644,Pride and Glory,239.32,Weekend,multiplex"
"1645,The Cave,209.35,Weekend,single screen"
"1646,Alex & Emma,191.42,Weekend,multiplex"
"1647,Wicker Park,512.86,Weekend,multiplex"
"1648,Fright Night,242.85,Weekday,multiplex"
"1649,The New World,563.56,Weekday,single screen"
"1650,Wing Commander,584.96,Weekend,single screen"
"1651,In Dreams,385.63,Weekday,multiplex"
"1652,Dragonball Evolution,171.5,Weekend,multiplex"
"1653,The Last Stand,287.27,Weekend,multiplex"
"1654,Godsend,498.87,Weekend,single screen"
"1655,Chasing Liberty,283.7,Weekday,single screen"
"1656,Hoodwinked Too! Hood VS. Evil,143.51,Weekend,multiplex"
"1657,An Unfinished Life,378.39,Weekend,single screen"
"1658,The Imaginarium of Doctor Parnassus,522.56,Weekend,multiplex"
"1659,Barney's Version,497.96,Weekday,single screen"
"1660,Runner Runner,187.56,Weekday,single screen"
"1661,Antitrust,436.38,Weekend,multiplex"
"1662,Glory,210.25,Weekday,multiplex"
"1663,Once Upon a Time in America,209.1,Weekday,multiplex"
"1664,Dead Man Down,537.04,Weekday,multiplex"
"1665,The Merchant of Venice,224.83,Weekday,single screen"
"1666,The Good Thief,231.62,Weekday,single screen"
"1667,Supercross,100.33,Weekday,single screen"
"1668,Miss Potter,535.33,Weekday,multiplex"
"1669,The Promise,496.3,Weekday,single screen"
"1670,DOA: Dead or Alive,413.66,Weekday,multiplex"
"1671,The Assassination of Jesse James by the Coward Robert Ford,475.13,Weekday,single screen"
"1672,1911,176.02,Weekend,multiplex"
"1673,Little Nicholas,329.16,Weekend,multiplex"
"1674,Wild Card,275.61,Weekday,single screen"
"1675,Machine Gun Preacher,146.89,Weekend,multiplex"
"1676,Animals United,343.07,Weekend,multiplex"
"1677,Goodbye Bafana,560.37,Weekday,single screen"
"1678,United Passions,120.03,Weekday,multiplex"
"1679,Grace of Monaco,245.73,Weekday,multiplex"
"1680,Savva. Heart of the Warrior,203.77,Weekend,multiplex"
"1681,Ripley's Game,219.07,Weekend,single screen"
"1682,Sausage Party,554.22,Weekday,single screen"
"1683,Pitch Perfect 2,334.03,Weekday,multiplex"
"1684,Walk the Line,333.15,Weekday,single screen"
"1685,Keeping the Faith,480.29,Weekend,multiplex"
"1686,The Borrowers,177.25,Weekend,multiplex"
"1687,Frost/Nixon,343.63,Weekend,multiplex"
"1688,Confessions of a Dangerous Mind,314.99,Weekend,multiplex"
"1689,Serving Sara,398.46,Weekday,multiplex"
"1690,The Boss,599.78,Weekday,single screen"
"1691,Cry Freedom,484.72,Weekday,multiplex"
"1692,Mumford,298.93,Weekday,single screen"
"1693,Seed of Chucky,513.78,Weekend,single screen"
"1694,The Jacket,185.35,Weekend,multiplex"
"1695,Aladdin,115.23,Weekday,multiplex"
"1696,Straight Outta Compton,202.22,Weekday,single screen"
"1697,Indiana Jones and the Temple of Doom,270.21,Weekend,single screen"
"1698,The Rugrats Movie,355.29,Weekday,single screen"
"1699,Along Came a Spider,407.56,Weekend,multiplex"
"1700,Florence Foster Jenkins,555.3,Weekday,single screen"
"1701,Once Upon a Time in Mexico,354.93,Weekday,multiplex"
"1702,Die Hard,350.64,Weekday,multiplex"
"1703,Role Models,125.12,Weekday,multiplex"
"1704,The Big Short,117.46,Weekday,single screen"
"1705,Taking Woodstock,375.58,Weekday,multiplex"
"1706,Miracle,319.09,Weekday,multiplex"
"1707,Dawn of the Dead,519.59,Weekend,multiplex"
"1708,The Wedding Planner,180.34,Weekend,multiplex"
"1709,Space Pirate Captain Harlock,112.49,Weekend,multiplex"
"1710,The Royal Tenenbaums,324.52,Weekend,single screen"
"1711,Identity,218.74,Weekend,multiplex"
"1712,Last Vegas,124.81,Weekday,multiplex"
"1713,For Your Eyes Only,462.3,Weekday,single screen"
"1714,Serendipity,155.8,Weekend,multiplex"
"1715,Timecop,404.16,Weekday,single screen"
"1716,Zoolander,240.52,Weekend,multiplex"
"1717,Safe Haven,186.75,Weekend,single screen"
"1718,Hocus Pocus,289.88,Weekday,single screen"
"1719,No Reservations,500.72,Weekday,multiplex"
"1720,Kick-Ass,296.05,Weekday,multiplex"
"1721,30 Minutes or Less,475.38,Weekend,multiplex"
"1722,Dracula 2000,162.74,Weekday,single screen"
"1723,""Alexander and the Terrible, Horrible, No Good, Very Bad Day"",486.39,Weekend,single screen"
"1724,Pride & Prejudice,218.47,Weekend,single screen"
"1725,Blade Runner,438.7,Weekend,multiplex"
"1726,Rob Roy,382.89,Weekday,single screen"
"1727,3 Days to Kill,564.57,Weekday,single screen"
"1728,We Own the Night,293.66,Weekend,multiplex"
"1729,Lost Souls,133.08,Weekday,single screen"
"1730,Winged Migration,109.58,Weekday,single screen"
"1731,Just My Luck,513.43,Weekday,multiplex"
"1732,""Mystery, Alaska"",362.37,Weekend,single screen"
"1733,The Spy Next Door,487.62,Weekend,multiplex"
"1734,A Simple Wish,217.21,Weekday,multiplex"
"1735,Ghosts of Mars,272.54,Weekend,multiplex"
"1736,Our Brand Is Crisis,115.05,Weekday,multiplex"
"1737,Pride and Prejudice and Zombies,580.75,Weekday,multiplex"
"1738,Kundun,433.93,Weekday,single screen"
"1739,How to Lose Friends & Alienate People,566.6,Weekday,single screen"
"1740,Kick-Ass 2,232.75,Weekend,multiplex"
"1741,Alatriste,405.73,Weekend,multiplex"
"1742,Brick Mansions,439.25,Weekend,single screen"
"1743,Octopussy,258.77,Weekday,multiplex"
"1744,Knocked Up,524.05,Weekday,multiplex"
"1745,My Sister's Keeper,573.58,Weekday,multiplex"
"1746,Welcome Home Roscoe Jenkins,542.43,Weekend,single screen"
"1747,A Passage to India,469.53,Weekday,single screen"
"1748,Notes on a Scandal,238.73,Weekend,multiplex"
"1749,Rendition,240.81,Weekend,multiplex"
"1750,Star Trek VI: The Undiscovered Country,581.68,Weekend,single screen"
"1751,Divine Secrets of the Ya-Ya Sisterhood,105.14,Weekend,single screen"
"1752,Kiss the Girls,458.02,Weekend,multiplex"
"1753,The Blues Brothers,453.12,Weekend,multiplex"
"1754,The Sisterhood of the Traveling Pants 2,411.34,Weekday,single screen"
"1755,Joyful Noise,595.05,Weekday,single screen"
"1756,About a Boy,255.94,Weekend,single screen"
"1757,Lake Placid,269.99,Weekend,multiplex"
"1758,Lucky Number Slevin,139.47,Weekday,single screen"
"1759,The Right Stuff,321.4,Weekend,multiplex"
"1760,Anonymous,230.52,Weekend,single screen"
"1761,The NeverEnding Story,271.69,Weekday,single screen"
"1762,Dark City,517.29,Weekend,single screen"
"1763,The Duchess,567.74,Weekend,single screen"
"1764,Return to Oz,192.87,Weekend,multiplex"
"1765,The Newton Boys,286.25,Weekday,multiplex"
"1766,Case 39,564.32,Weekday,single screen"
"1767,Suspect Zero,130.9,Weekday,multiplex"
"1768,Martian Child,146.18,Weekend,single screen"
"1769,Spy Kids: All the Time in the World,181.4,Weekend,single screen"
"1770,Money Monster,397.61,Weekday,single screen"
"1771,The 51st State,175.24,Weekend,single screen"
"1772,Flawless,584.04,Weekend,multiplex"
"1773,Mindhunters,323.36,Weekend,single screen"
"1774,What Just Happened,350.76,Weekend,single screen"
"1775,The Statement,223.33,Weekend,multiplex"
"1776,The Magic Flute,335.48,Weekday,single screen"
"1777,Paul Blart: Mall Cop,430.96,Weekend,single screen"
"1778,Freaky Friday,475.59,Weekday,single screen"
"1779,The 40 Year Old Virgin,476.93,Weekend,multiplex"
"1780,Shakespeare in Love,388.95,Weekday,single screen"
"1781,A Walk Among the Tombstones,552.18,Weekend,multiplex"
"1782,Kindergarten Cop,508.7,Weekday,single screen"
"1783,Pineapple Express,478.52,Weekend,single screen"
"1784,Ever After: A Cinderella Story,127.8,Weekday,multiplex"
"1785,Open Range,103.44,Weekend,single screen"
"1786,Flatliners,206.22,Weekday,single screen"
"1787,A Bridge Too Far,431.76,Weekend,multiplex"
"1788,Red Eye,305.6,Weekday,multiplex"
"1789,Final Destination 2,301.2,Weekday,multiplex"
"1790,""O Brother, Where Art Thou?"",542.29,Weekend,multiplex"
"1791,Legion,547.78,Weekend,multiplex"
"1792,Pain & Gain,554.59,Weekday,single screen"
"1793,In Good Company,256.94,Weekend,multiplex"
"1794,Clockstoppers,445.53,Weekday,single screen"
"1795,Silverado,235.82,Weekday,single screen"
"1796,Brothers,195.3,Weekday,single screen"
"1797,Agent Cody Banks 2: Destination London,192.32,Weekend,multiplex"
"1798,New Year's Eve,271.05,Weekday,multiplex"
"1799,Original Sin,314.98,Weekday,single screen"
"1800,The Raven,515.47,Weekend,multiplex"
"1801,Welcome to Mooseport,159.95,Weekend,multiplex"
"1802,Highlander: The Final Dimension,467.46,Weekend,multiplex"
"1803,Blood and Wine,365.73,Weekend,multiplex"
"1804,Snow White: A Tale of Terror,243.97,Weekday,single screen"
"1805,The Curse of the Jade Scorpion,346.41,Weekday,single screen"
"1806,Accidental Love,249.97,Weekday,multiplex"
"1807,Flipper,398.04,Weekday,single screen"
"1808,Self/less,316.92,Weekend,multiplex"
"1809,The Constant Gardener,182.2,Weekday,multiplex"
"1810,The Passion of the Christ,158.29,Weekday,single screen"
"1811,Mrs. Doubtfire,373.35,Weekend,single screen"
"1812,Rain Man,551.21,Weekday,single screen"
"1813,Gran Torino,271.98,Weekday,multiplex"
"1814,W.,466.5,Weekday,single screen"
"1815,Taken,429.33,Weekday,multiplex"
"1816,The Best of Me,565.78,Weekday,single screen"
"1817,The Bodyguard,510.49,Weekday,single screen"
"1818,Schindler's List,383.3,Weekend,multiplex"
"1819,The Help,428.52,Weekend,multiplex"
"1820,The Fifth Estate,549.19,Weekday,multiplex"
"1821,Scooby-Doo 2: Monsters Unleashed,299.76,Weekday,multiplex"
"1822,Forbidden Kingdom,263.4,Weekend,multiplex"
"1823,Freddy vs. Jason,105.41,Weekday,multiplex"
"1824,The Face of an Angel,513.28,Weekday,multiplex"
"1825,Jimmy Neutron: Boy Genius,500.49,Weekday,multiplex"
"1826,Cloverfield,152.23,Weekend,single screen"
"1827,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,388.43,Weekday,multiplex"
"1828,The Untouchables,331.99,Weekend,multiplex"
"1829,No Country for Old Men,159.35,Weekday,single screen"
"1830,Ride Along,590.28,Weekend,multiplex"
"1831,Bridget Jones's Diary,207.35,Weekend,single screen"
"1832,Chocolat,133.62,Weekday,single screen"
"1833,""Legally Blonde 2: Red, White & Blonde"",397.42,Weekend,multiplex"
"1834,Parental Guidance,469.43,Weekday,single screen"
"1835,No Strings Attached,116.22,Weekend,multiplex"
"1836,Tombstone,429.36,Weekday,single screen"
"1837,Romeo Must Die,366.15,Weekday,single screen"
"1838,The Omen,151.63,Weekend,single screen"
"1839,Final Destination 3,186.26,Weekday,multiplex"
"1840,The Lucky One,383.99,Weekday,multiplex"
"1841,Bridge to Terabithia,248.18,Weekend,single screen"
"1842,Finding Neverland,569.16,Weekday,single screen"
"1843,A Madea Christmas,509.37,Weekday,multiplex"
"1844,The Grey,591.78,Weekend,multiplex"
"1845,Hide and Seek,229.84,Weekend,single screen"
"1846,Anchorman: The Legend of Ron Burgundy,584.86,Weekday,single screen"
"1847,GoodFellas,315.62,Weekday,multiplex"
"1848,Agent Cody Banks,273.76,Weekend,multiplex"
"1849,Nanny McPhee,125.17,Weekend,multiplex"
"1850,Scarface,126.38,Weekday,multiplex"
"1851,Nothing to Lose,446.01,Weekend,multiplex"
"1852,The Last Emperor,328.96,Weekday,single screen"
"1853,Contraband,213.26,Weekday,multiplex"
"1854,Money Talks,406.99,Weekday,single screen"
"1855,There Will Be Blood,226.43,Weekday,multiplex"
"1856,The Wild Thornberrys Movie,388.82,Weekday,single screen"
"1857,Rugrats Go Wild,279.6,Weekend,multiplex"
"1858,Undercover Brother,511.78,Weekend,multiplex"
"1859,The Sisterhood of the Traveling Pants,510.35,Weekend,single screen"
"1860,Kiss of the Dragon,338.68,Weekend,single screen"
"1861,The House Bunny,275.41,Weekday,multiplex"
"1862,Beauty Shop,281.28,Weekday,multiplex"
"1863,Million Dollar Arm,502.86,Weekday,multiplex"
"1864,The Giver,264.09,Weekday,multiplex"
"1865,What a Girl Wants,204.53,Weekend,multiplex"
"1866,Jeepers Creepers 2,142.34,Weekday,single screen"
"1867,Good Luck Chuck,333.35,Weekday,single screen"
"1868,Cradle 2 the Grave,341.07,Weekend,multiplex"
"1869,The Hours,520.45,Weekend,single screen"
"1870,She's the Man,210.62,Weekend,single screen"
"1871,Mr. Bean's Holiday,290.5,Weekend,single screen"
"1872,Anacondas: The Hunt for the Blood Orchid,504.2,Weekday,multiplex"
"1873,Blood Ties,511.81,Weekday,single screen"
"1874,August Rush,292.31,Weekend,multiplex"
"1875,Elizabeth,329.56,Weekday,single screen"
"1876,Bride of Chucky,251.64,Weekday,multiplex"
"1877,Tora! Tora! Tora!,566.28,Weekday,single screen"
"1878,Spice World,159.32,Weekend,multiplex"
"1879,The Sitter,566.87,Weekday,multiplex"
"1880,Dance Flick,441.93,Weekend,single screen"
"1881,The Shawshank Redemption,365.79,Weekday,multiplex"
"1882,Crocodile Dundee in Los Angeles,116.33,Weekday,multiplex"
"1883,Kingpin,337.8,Weekday,multiplex"
